category,location_name,post_name,requirement,responsibility,update_time
Technology,Beijing,40836-专家算法工程师,"1. 五年以上大规模机器学习和数据挖掘工作经验，有推荐、定价、搜索、广告等智能系统项目经验，计算机/统计/统计等相关专业研究生及以上学历；
2. 扎实的机器学习、数据挖掘理论能力，掌握深度学习算法（DeepWide/CNN/GRU/Multi-task Leanring），有因果推断、自然语言处理经验优先；
3. 有多目标统筹规划、整数规划经验优先；
4. 熟悉至少一种主流深度学习框架，TensorFlow/PyTorch/Caffe/MXNet，熟悉底层架构与实现机制；
5. 掌握海量数据处理技术，有Hive/Spark等大数据平台应用经验；
6. 编程基础扎实，能够快速进行算法实现和迭代，有良好的C++/Python/Java开发能力；
7. 善于阅读文献，快速学习，逻辑清晰，对挑战性问题充满激情，有较强的沟通能力。","1. 负责供需策略算法框架的创新与业务落地，驱动腾讯内容产品矩阵的供给效率优化，建立回归/分类等相关性与因果性机器学习模型，与多业务目标的统筹规划算法框架；
2. 负责内容画像、用户画像的挖掘，使用量化模型建模有业务价值的内容、用户聚类；
3. 制定内容生态规则，基于内容消费、生产、交互等行为的供需分析与因果推断，与上下游团队共同推动内容生态的牵引机制；
4. 搭建在线机器学习系统，评估、预测内容生态多维度业务指标，开发决策工具。
","January 25,2021"
Technology,Beijing,40836-专家数据科学家,"1. 五年以上数据挖掘、内容画像、数据分析、统筹规划等数据科学相关经验，硕士及以上学历，在统计、经济学、计算机、数学、运筹学等领域；
2. 精通利用R/Python/SQL等进行数据分析及建模；
3. 掌握Hadoop/Hive/Spark等大数据平台建模能力，有使用数据仓库、建立数据pipeline、挖掘特征工程等业界经验；
4. 目标导向，逻辑清晰，遇到问题能够一追到底，独立或者在协作中得到扎实的结果； 
5. 有因果推断相关经历优先。","1. 负责内容供需效率归因分析、用户/内容画像相关的数据分析和挖掘，得出对挖掘目标有价值的数据、分析结论或量化模型；
2. 负责建立内容消费市场指标监控体系、供给/需求模式与健康度分析，优化市场效率；
3. 研究并落地合理的内容牵引方式，设计相关实验方法，量化牵引方式对头部指标、生态指标、效率指标的影响；
4. 能把复杂的概念及数据洞察通过清晰有效的方式在跨团队合作中沟通；
5. 部署统计、机器学习模型帮助决策。","January 25,2021"
Technology,Beijing,40836-高级数据科学家,"1. 三年以上数据挖掘、内容画像、数据分析、统筹规划等数据科学相关经验，硕士及以上学历，在统计、经济学、计算机、数学、运筹学等领域；
2. 精通R/Python/SQL等进行数据分析及建模，熟悉Hadoop/Hive/Spark等大数据平台；
3. 目标导向，逻辑清晰，遇到问题能够一追到底，独立或者在协作中得到扎实的结果； 
4. 有因果推断、统筹规划等相关经历优先。","1. 参与内容供需效率归因分析、用户/内容画像相关的数据分析和挖掘，得出对挖掘目标有价值的数据、分析结论或量化模型；
2. 参与建立内容消费市场指标监控体系、供给/需求模式与健康度分析，优化市场效率；
3. 研究并落地合理的内容牵引方式，设计相关实验方法，量化牵引方式对头部指标、生态指标、效率指标的影响；
4. 能把复杂的概念及数据洞察通过清晰有效的方式在跨团队合作中沟通；
5. 部署统计、机器学习模型帮助决策。","January 25,2021"
Technology,Shenzhen,26699-智慧零售-ToC研发中心-用户增长策略工程师,"1. 计算机/统计学或相关专业本科以上学历，具备扎实的数学、统计学以及计算机基础；
2. 熟悉竞价效果广告机制与流程，如oCPX、RTB、RTA、DSP等，具备流量分配，动态出价，eCPM优化等相关经验优先；
3. 熟悉统计分析相关知识，掌握假设检验、描述统计等相关知识，能够设置合理的A/B实验对比不同策略效果；
4. 熟悉机器学习/深度学习等基础知识；至少熟悉一门编程语言，包括但是不限于python/java/scala/go；
5. 具备良好的沟通能力和团队合作精神，有较强的分析和解决问题能力，热爱互联网算法，对解决具有挑战性的问题充满激情；
","1. 负责小程序用户增长策略模型优化，能够结合业务知识与模型数据进行效果调优；
2. 负责微信域内流量运营和投放全链路分析，包括但不限于OCPX、RTA、marketing API等，保证投放效果；
3. 分析用户增长效果数据，诊断bad case，能够为算法模型提供策略建议，提升模型效果；
4. 能够设计合理的实验与流程，通过数据分析对比策略效果；","January 25,2021"
Human Resources,Shenzhen,EC-K12 CS与AI教育内容设计（大湾区专项）,"1.本科及以上学历，具有教育教学设计、教育技术、STEAM教育、AI教学设计或计算机专业等相关的教育背景，需要有一定的CS与AI知识技能基础，具有教学级项目的开发能力、能够设计和执行入门级的教学和活动方案。
2.了解教育行业，了解青少年用户人群和学校老师、家长人群，对于教育主管部门和各类教育相关的官方和半官方机构的主管范围、行事逻辑和合作规则有充分的了解。
3.了解和使用至少一门编程语言，例如：python语言、js语言、C#，lua等语言，熟悉图形化编程领域的常见方案、能够使用常见的视频、动画和设计工具、如果掌握一定的通用引擎（如cocos、unity等）更佳。","负责K12 CS计算机和AI教育内容和服务产品的策划、设计，并参与课程内容的落地与运营。
","January 25,2021"
Technology,Hong Kong(China),TEG05-数据挖掘工程师（香港）,"1、本科及以上学历，计算机、数学、机器学习和数据挖掘、信息管理等相关专业；
2、熟悉图网络结构eges/deepwalk/node2vec/gcn等，有实践经验者优先；
3、熟悉常见机器学习、深度学习、数据挖掘等原理，并有常见模型（如LR、GBDT、XGBoost、时间序列、FM、DNN、DeepFM等）落地实践经历；
4、具有良好的工程实现能力，熟悉linux开发环境，熟练掌握C/C++、python、Java等至少一种编程语言；
5、有优秀的逻辑思维能力和数据分析能力，善于分析和解决问题；良好的沟通能力与团队协作能力。",用机器学习、社交网络挖掘、文本挖掘等技术，基于用户日志进行数据清洗、特征构造、标签挖掘、关系识别，应用于广告、风控等业务场景。,"January 26,2021"
Technology,Shenzhen,CSIG17-腾讯视频云SDK高级专项测试工程师（深圳）,"1、本科以上学历，计算机相关专业，有3年以上app客户端测试或测试开发经验； 
2、有全局观，对质量体系、流程、测试风险把握、测试范畴的定义有很好的理解和应用，具有移动互联网相关经验(Android、iOS)； 3、熟悉主流操作系统原理（Windows、Linux、Android、iOS）、网络协议等，有过前后端性能、安全、兼容等专项测试经验； 
4、熟练掌握至少一门开发或者脚本语言:Java、Objective-c、Python等； 
5、掌握自动化框架优先，如：appium、selenium； 
6、对音视频应用前后端实现有实践经验者优先；
7、良好的沟通能力和团队协作能力。能从整个研发的角度出发，对研发流程和研发效率的改善提出落地方案 
8、良好的学习能力、沟通能力、团队协作能力、及分析问题解决问题能力，责任心强。","1、负责视频类app、SDK产品的全流程质量管控工作，包括参与需求分析，帮助完善需求与开发设计实现，合理设计测试计划，实施测试活动，跟进缺陷，协助研发分析定位问题；
2、负责产品相关的测试方案，测试工具平台设计及实现工作； 
3、保证被测系统的质量，并通过测试流程和方法创新，提升研发的质量和效率。","January 26,2021"
Design & Art,Shanghai,32032-【NExT Studios】技术动画师,"本科以上学历；
5年以上影视或游戏动画工作经验，3年以上的mocap技术支持经验，具备大型影视和次时代游戏动作捕捉项目经验者优先；
了解各类动捕技术，在MotionBuilder、Vicon Blade 或其他动捕软硬件方面有出色的技能；
精通游戏和影视动画制作流程和规范，对动作有敏锐的观察力，能较好地和绑定师、动画师、程序员进行项目的协同开发；
对面部和身体骨骼绑定有成熟的解决方案，会使用相关软件创作对动画师友好的绑定系统；
精通Maya、MotionBuilder、3ds MAX等动画软件，有Python、Mel、Max脚本开发技能优先，有UE、Unity使用开发经验者优先；
善于沟通协作，有团队意识，有能力对业务提供帮助和指导，协助解决技术问题。
","负责使用Vicon 动捕软件和3D动画制作软件，指导运动捕捉的安排和数据采集；
负责面部动捕数据采集和解算solver的制作，有Dynamixyz的经验者优先.
负责创建虚拟角色，解决动捕流程中游戏角色、绑定和动画数据的处理，确保动画创作不受技术的限制和影响；
负责维护实验室的运动捕捉流程以及动画数据清理工作，编写相关脚本工具和相关技术文档。","January 26,2021"
Technology,Shanghai,32032-游戏开发工程师(工具研发方向),"1. 本科以上学历；
2. 负责动作捕捉工具流的框架设计和开发；
3. 负责3A游戏工具流的框架设计和开发；
4.负责3A游戏引擎工具的开发；
5. 熟悉C++，Python，编程语言；

3年以上影视或游戏动画工作经验优先，3年以上的mocap技术支持经验，有动作捕捉经验者或TD优先；
了解各类DCC工具Maya、Motionbuilder、3dsMax开发优先；
有UE、Unity使用开发经验者优先；
善于沟通协作，有团队意识，协助解决技术问题；

","与动画师、TA紧密合作开发和维护inhouse工具链；
负责使用Vicon 动捕软件和3D动画制作软件，指导运动捕捉的安排和数据采集；
负责面部动捕数据采集和动画解算solver的制作，有Dynamixyz的经验者优先；
负责维护实验室的运动捕捉流程以及动画数据清理工作，开发编写相关插件工具和相关技术文档；","January 26,2021"
Technology,Shenzhen,25924-推荐系统开发高级工程师,"计算机或相关专业硕士及以上学历；
有扎实的计算机理论基础，具有扎实的数据结构和算法功底，熟练使用C/C++，Golang或者Python，有Linux下C/C++的开发经验；
具备大容量、高性能复杂系统设计和架构能力；
思路清晰，具备良好的问题分析与解决能力；
具备良好的沟通能力和团队协作精神，工作积极主动，责任心强，善于学习、总结，乐于分享；
有分布式系统相关经验同学优先；","负责腾讯游戏推荐系统架构的设计，实现和优化；
负责推荐系统公共组件的建设和优化；","January 26,2021"
Technology,Shenzhen,25924-数据分析开发高级工程师,"理工类相关专业如统计、数学、计算机、经济等本科以上学历；
2年以上工作经验，互联网工作背景特别是游戏相关数据分析工作者优先；
具备大规模数据处理能力，能够运用hadoop、spark等大数据计算平台进行数据分析处理；
熟练使用SQL等相关数据提取工具和R、Python等相关分析工具；
熟悉通用的机器学习或深度学习算法，有相关项目经验优先；
对数据敏感，善于从数据中发现疑点，具备良好的问题分析与解决能力，能较好地输出数据分析总结报告；
有较强的学习能力和逻辑思维能力，良好的沟通和团队协助能力，工作积极主动责任心强；","负责规划搭建游戏分析体系，提升游戏insight；
负责与算法和产品团队配合，分析算法效果，依据数据分析调整算法策略和确定模型优化方向；
负责游戏业务的数据分析工作，使用统计学分析方法、数据挖掘算法来构建数据和进行游戏数据分析；","January 26,2021"
Technology,Shenzhen,25924-社交推荐算法高级工程师,"计算机或相关领域专业硕士或博士，有扎实的数据结构及算法功底，熟悉复杂网络分析主要方法；
实战能力强，能够独立分析和解决问题；
探索学习能力强，能够保持对复杂网络研究的跟踪探索，快速掌握新知识并应用；
具有高度的责任心和团队合作精神；
有SIGKDD/ICML/IJCAI/ICDM/AAAI/WWW/WSDM等顶会或期刊复杂网络分析相关论文者优先；
熟悉python/C++/scala/SQL，有大数据计算框架如Hadoop,Spark开发经验者优先；
熟悉深度学习，有深度学习相关框架如Tensorflow,PyTorch开发经验者优先；
有大规模复杂网络相关项目研发经验者优先；","负责腾讯游戏社交领域推荐算法的落地应用，包括好友推荐，战队推荐等；
负责社交推荐相关算法的研发与大规模数据上的处理和优化；","January 26,2021"
Technology,Shenzhen,25924-深度学习模型加速与优化高级工程师,"2年以上工作经验，硕士及以上学历；
熟练使用Python、Tensorflow，熟悉深度学习理论，有深度学习模型训练经验；
对于业界及学术界最新模型进展保持关注与好奇心，了解目前最新模型基本结构与原理；
熟悉模型压缩技术框架及最新研究进展，对于方法原理具有清晰认识与理解；
熟悉GPU硬件架构，精通CUDA等，在深度学习计算框架、有AI编译器开发经验等领域有丰富优化经验者优先；","对现有深度学习模型进行模型压缩和部署加速；
总结深度学习模型压缩经验，沉淀成框架及工具；","January 26,2021"
Technology,Beijing,CSIG17-腾讯视频云SDK高级专项测试工程师（北京）,"1、本科以上学历，计算机相关专业，有3年以上app客户端测试或测试开发经验； 
2、有全局观，对质量体系、流程、测试风险把握、测试范畴的定义有很好的理解和应用，具有移动互联网相关经验(Android、iOS)； 3、熟悉主流操作系统原理（Windows、Linux、Android、iOS）、网络协议等，有过前后端性能、安全、兼容等专项测试经验； 
4、熟练掌握至少一门开发或者脚本语言:Java、Objective-c、Python等； 
5、掌握自动化框架优先，如：appium、selenium； 
6、对音视频应用前后端实现有实践经验者优先；
7、良好的沟通能力和团队协作能力。能从整个研发的角度出发，对研发流程和研发效率的改善提出落地方案 
8、良好的学习能力、沟通能力、团队协作能力、及分析问题解决问题能力，责任心强。","1、负责视频类app、SDK产品的全流程质量管控工作，包括参与需求分析，帮助完善需求与开发设计实现，合理设计测试计划，实施测试活动，跟进缺陷，协助研发分析定位问题；
2、负责产品相关的测试方案，测试工具平台设计及实现工作； 
3、保证被测系统的质量，并通过测试流程和方法创新，提升研发的质量和效率。","January 26,2021"
Technology,Palo Alto,Research intern in Medical Image Analysis,"(OLD) 1) Design, develop and validate algorithms for medical image analysis tasks including but not limited to medical image segmentation/registration, object detection/tracking, and classification. 2) Work closely with doctors to understand their needs and workflow. Develop prototypes that assist physicians in reading images and making proper treatment plans.  3) Pursue high-impact publications and invention patents.","(OLD) 1) PhD in medical image analysis, computer vision, machine learning or other related fields.  2) Proficient in python , experiences with ITK, VTK, OPENCV toolboxes and various deep learning platforms such as tensorflow, caffe, pytorch, and keras. 3) Good communication skills.","January 26,2021"
Technology,Shenzhen,30361-社交线Tech Lead（后台方向）,"本科及以上学历，计算机科学与技术相关专业，从事后台开发5年及以上工作经验；
俱备较好的计算机基础，熟悉Unix/Linux操作系统，精通C++、java、go等至少一门语言，熟悉使用python\shell等脚本开发，精通TCP/IP协议及网络编程，精通多线程多进程开发；熟悉MYSQL/NoSQL的开发，对面向对象及常用数据结构等有较好的理解;
对海量后台服务的系统架构、性能优化、系统运营、容灾容错有丰富经验，对系统优化和前沿技术有兴趣并保存关注，对高性能并发服务有深入理解;
具备良好的学习能力和分析解决问题能力，责任心强；有一定的产品sense;
有后台技术团队组建和团队管理经验优先，有中台系统建设或大型分布式项目经验者优先，具有全栈开发能力优先","负责后台开发团队的技术方向、方案把关及技术团队管理工作，推动技术中台项目在业务侧的落地;
推动和引导部分内技术项目的方案最优化及快速落地。对于现有系统持续优化，对团队基础功能组件抽像，对基础能力的规划和积累，以及具体的实现及落地;
把关团队代码质量及技术导向，推动技术在产品上的实际使用及效果提升。负责团队技术引导，打造高水平的技术团队;","February 02,2021"
Technology,Shenzhen,21309-在线教育部—高级数据分析师（增长方向）,"1.统计学、应用数学、数据科学、计算机科学等领域本科及以上学历；
2.3年以上数据分析工作经验，有互联网行业，特别是教育类、电商类相关工作经验优先；
3.熟练掌握SQL，有一定HIVE SQL的性能优化经验，熟悉Python、R等脚本语言；
4.良好的数据敏感度、逻辑思维和分析能力，能从海量数据提炼核心结果；
5.具备不错的跨团队合作和沟通能力，较强的学习能力，能承担一定的工作压力。","1.参与腾讯课堂、企鹅辅导、腾讯开心鼠ABCMouse等业务用户增长相关的数据分析工作；
2.监控业务健康数据，及时发现并定位异常原因；
3.开展定量分析和数据建模，发掘用户获取、留存、付费等环节的增长机会；
4.与产品、研发、算法等配合，开展A/B Testing快速验证策略有效性，指导增长策略。","January 29,2021"
Technology,Shenzhen,TEG05-高级后台系统研发工程师（深圳）,"计算机相关专业本科及以上学历，3年以上开发经验；
具备多年的工程和架构开发经验，有扎实的计算机基础、较强的算法能力和独立解决问题的能力，对计算机体系结构有深刻认识；
精通C++语言，熟悉JAVA语言，熟悉springboot开发， 熟悉Shell/Python等脚本语言；
熟悉Unix/Linux操作系统;精通TCP/IP协议相关知识，精通网络编程，精通HTTP、PB等网络应用协议，精通多线程多进程开发；
熟悉运用各种常用算法和数据结构，有独立的实现能力，有设计高可靠性分布式系统能力；自我驱动能力强，良好的沟通表达能力和团队协作能力 
对Mysql,Redis,Rabbitmq，zookeeper等分布式系统存储、队列、计算、集群管理中的一项或多项有深入的理解和实战经验；
具备系统调优、性能调优等技能，对疑难技术问题具备较强的排查能力。","主导腾讯IDS平台的研发工作，负责带领研发团队进行技术攻坚，日常工作包括架构方案设计、核心代码编写、性能优化等。
腾讯IDS平台是腾讯公司用于在网络流量中发现各种攻击、入侵行为的一个策略平台，是一个具备上千台服务器的计算集群，当前处理的峰值流量已经达到20Tbps，能在如此大的流量中发现极其微小的攻击报文。平台处处充满挑战，包括：极高的性能要求和稳定性要求、复杂的网络环境、高可靠的集群协作运算能力。","January 26,2021"
Technology,Chengdu,15575-《王者荣耀》推荐算法高级工程师,"硕士或博士学历，计算机、应用数学、模式识别、人工智能、自控、统计、运筹学等专业，4年以上推荐相关工作经验；
对机器学习、概率统计、最优化等算法原理及其在互联网行业的应用，有深入的理解和浓厚的兴趣；
有大规模分布式计算平台的使用和并行算法的开发经验；
熟练掌握至少一种编程语言，Java、Scala、C++、R、Python；
熟悉tensorflow、caffe等深度学习框架
有推荐系统、精准营销、精准广告、信息检索等方面的实际工作经验者优先；
热爱体验游戏并有深度理解者加分","负责基于王者荣耀海量用户，个性化推荐在游戏领域的应用和研究，提高用户体验和推荐效果；
负责王者荣耀推荐的ctr、cvr的深入研究和优化，包括但不限于 特征选择、算法优化、ML pipeline优化等；
负责业界前沿算法的探索和落地。","January 26,2021"
Technology,Singapore,TEG05-Site Reliability Engineer (Singapore),"•Bachelor’s degree (or higher), with exposure to computer science, math, engineering, or equivalent practical experience
•More than 2 year operation and maintenance work experience, familiar with the routine work content of software quality management and system maintenance;
• Experience with product support & implementation with distributed applications
• Experience with core infrastructure technologies such as networking, storage, compute, or databases
• Working knowledge of software development tools and methodologies, and cloud technologies
• Demonstrated ability to work in a team setting, owning projects with follow-through
• Demonstrated problem-solving skills, resourcefulness, attention to detail, and communication skills, both verbal and written
• Development skills in shell scripting and one language Python, Go, Node.js, etc..
• Good command of both spoken and written Mandarin; English would be an advantage","• Responsible for the daily deployment and upgrade of basic security systems (data security, Traffic Analysis, intrusion detection and vulnerability detection) in overseas regions; maintain and improve the monitoring system to ensure the normal operation of the security system
• Responsible for maintaining the operation of the system platform, including system inspection, troubleshooting, system optimization, data backup, etc., to ensure the high-quality and efficient operation of the platform;
• Responsible for the troubleshooting and handling of related failures and difficult problems, compiling summary failures and problems, and submitting summary reports regularly.","January 26,2021"
Technology,Shenzhen,15579-游戏后台开发工程师（深圳）,"计算机相关专业本科以上学历，具备Unix/Linux下C/C++ 1年以上开发经验； 
精通TCP/IP协议，进程间通讯编程，熟悉Unix/Linux下常用架构设计方法； 
熟悉Unix/Linux操作系统原理，熟练使用Shell工具； 
至少熟悉一种数据库的使用，熟悉mysql语句；
熟悉Lua、Python脚本语言；
熟悉分布式服务器设计，有手机游戏开发经验的优先。","手机游戏后台功能模块的设计和开发工作；
手机游戏后台系统问题分析和解决。","February 02,2021"
Technology,Shenzhen,40835-推荐中台SRE（深圳）,"1、热爱技术，对推荐系统有实际运营工具开发和运维经验或者有浓厚兴趣，有较强的跨团队协作能力； 2、二年以上AI领域SRE或开发工作经验，掌握 C++ / JAVA / Python 至少其中一种语言，具备分布式计算框架的使用和机器学习算法的开发经验者优先；
3、对TensorFlow、PyTorch、Spark、MXNet等开源框架原理有了解，有源码优化经验者优先； 
4、熟悉CPU/GPU/FPGA等异构计算者优先；", 负责PCG 推荐中台的运营自动化建设和维护工作，支撑腾讯视频、看点、微视、新闻、应用宝等业务场景使用，持续提高推荐中台的运营能力和效率；,"January 29,2021"
Technology,Palo Alto,Research Intern in NLP/ML,"(Old) Minimum qualifications:  Master’s Degree in Computer Science, Electrical Engineering, Mathematics, Statistics, or related fields. Interest and experience in CV (Computer Vision) and/or Medical Image Analysis Strong coding skills in Python, C/C++, or CUDA Ability to communicate/collaborate with other Research Scientists/Engineers Ability to think outside of box.    Preferred candidates for this position should also have:  Proven record of making contributions to Medical Image Analysis and/or Computer Vision Good understanding of state-of-the-art computer vision and medical image analysis models Familiar with packages such as PyTorch, Tensorflow, Caffe Publications at top-tier peer-reviewed conferences or journals","- Development of novel algorithms and working prototypes / demos based on Natural Language Processing (NLP) and Deep Learning / Machine Learning techniques
- Create solutions related (but not limited) to information extraction, automated question answering, and reasoning using structured / unstructured clinical data and biomedical literature, and other sources
- Stay abreast on the existing literature to align, compare and contrast with the state-of-the-art techniques and algorithms
- Prepare manuscripts for top quality AI / Machine Learning / NLP / Healthcare conferences and journals","January 26,2021"
Technology,Beijing,29912-生成模型（GAN）算法研究员（北京\深圳\杭州）,"1. 良好的计算机科学基础，较强的算法实现能力；熟练使用C\C++, Python语言；
2. 相关领域2-5年项目经验，精通计算机视觉、图像处理、机器学习中的某一领域；对移动端算法研发有浓厚兴趣；
3. 能够基于开源框架如pytorch、tensorflow等实现算法；
4. 熟悉常用的视觉生成模型算法和优化策略，在GAN方面有深入研究且有相关研发经验；
5. 较强的分析问题和解决问题的能力，快速无障碍阅读相关领域英文文献；
6. 良好的沟通和团队合作精神；
7. 有移动端视觉算法研发经验者优先；
8. 研究能力强，如在CVPR/ICCV/ECCV/NIPS/ICML/SIGGRAPH等会议上发表过论文者优先。","1. 参与视觉生成模型（GAN）在人脸属性编辑、风格迁移、表情迁移等特效上的研发；
2. 探索视觉生成模型（GAN）等相关新技术在视觉特效与编辑领域的应用；
3. 与产品、运营、设计同事合作，推动移动端拍摄特效与编辑工具的成功上线。","January 29,2021"
Technology,Beijing,29912-微视专项-AutoML工程（视频理解）（北京/深圳）,"1.计算机、数学、物理等相关专业，本科或以上学历；
2.优秀的编程能力，工程能力，精通c++或Python，熟练掌握常用的大数据处理技术如hadoop技术栈，spark，kafka，flink等，熟悉tensorflow/PyTorch等深度学习框架；
3.熟悉机器学习的流程和思路，熟悉常用机器学习/深度学习算法；
4.优秀的数据分析能力，优秀的逻辑思维能力，良好的沟通能力；
5.有AutoML系统搭建经验优先，有开源算法框架研发经验优先，有知名互联网工作经验者优先。","负责如下工作的一个或多个方向：
1、 负责AutoML平台系统搭建，集成AutoML算法能力，建设平台的智能自动化优化能力。
2、 负责平台的建设，平台核心算法框架能力的架构设计和实现，有平台设计与开发项目经验，有较强的分析、抽象、设计和解决问题的能力；
3、 熟悉视频基本处理算法和工程；
4、 跨团队合作共创，通过AutoML平台系统，赋能业务；
5、 在需求跟进过程中不断思考总结，沉淀通用化规模化产品能力/服务能力，持续优化平台的智能自动化能力，持续赋能用户；
（以上能力满足其中3条及以上）
","January 29,2021"
Technology,Shenzhen,18435-风控策略组长,"具备账号、金融支付等场景业务安全和黑产对抗的经验； 
具备丰富的数据模型能力，熟悉机器学习、社团挖掘、nlp等常用算法，熟悉python,spark,hive等编程语言；
具备良好的沟通表达能力和项目管理能力；
具备2年以上团队管理经验。","带领团队建立和优化风控策略体系，打击支付环节中赌博、诈骗等黑产；
不断升级数据模型能力，优化特征工程和算法能力，提升模型效果；
有较强的业务敏锐性和良好的沟通表达能力，推动多团队协同合作；
指导团队成员在专业能力上成长，打造开放进取的团队文化。","January 29,2021"
Technology,Beijing,29912-3D视觉算法研究员（北京\深圳\杭州）,"1. 良好的计算机科学基础，较强的算法实现能力；熟练使用C\C++, Python语言；
2. 相关领域2-5年项目经验，精通计算机视觉、图像处理、机器学习中的某一领域；对移动端算法研发有浓厚兴趣；
3. 能够基于开源框架如pytorch、tensorflow等实现算法；
4. 较强的分析问题和解决问题的能力，快速无障碍阅读相关领域英文文献；
5. 良好的沟通和团队合作精神；
6. 有移动端视觉算法研发经验者优先；
7. 研究能力强，如在CVPR/ICCV/ECCV/NIPS/ICML/SIGGRAPH等会议上发表过论文者优先。","1. 参与3D物体识别检测跟踪、物体位姿估计、3D人体姿态与重建等技术的研发；
2. 参与表情驱动与肢体驱动系统的研发；
3. 参与移动平台的高性能三维重建和视觉SLAM系统的研发 ；
4. 与产品、运营、设计同事合作，推动移动端拍摄特效与编辑工具的成功上线。","January 29,2021"
Technology,Beijing,29912-3D人脸、人体算法研究员（北京\深圳\杭州）,"1. 良好的计算机科学基础，较强的算法实现能力；熟练使用C\C++, Python语言；
2. 相关领域2-5年项目经验，精通计算机视觉、图像处理、机器学习中的某一领域；对移动端算法研发有浓厚兴趣；
3. 能够基于开源框架如pytorch、tensorflow等实现算法；
4. 较强的分析问题和解决问题的能力，快速无障碍阅读相关领域英文文献；
5. 良好的沟通和团队合作精神；
6. 有移动端视觉算法研发经验者优先；
7. 研究能力强，如在CVPR/ICCV/ECCV/NIPS/ICML/SIGGRAPH等会议上发表过论文者优先。","1. 负责移动端人体感知算法的研发，包括人脸、人体、手部的语义理解、姿态估计和三维重建等；
2. 负责探索人体感知算法在移动端的落地和应用；
3. 与产品、运营、设计同事合作，推动移动端拍摄特效与编辑工具的成功上线。","January 29,2021"
Technology,Beijing,TEG13-图像OCR算法工程师（北京）,"1. 硕士或以上学历，信号处理、计算机、电子信息、自动化、模式识别等相关专业；
2. 2年以上计算机视觉领域相关工作经验，图像检测/识别，视频分析/目标追踪领域有深入的了解；熟悉经典的机器学习、深度学习算法并有实践经验，包括LR、SVM、GBDT、DNN、LSTM等；对算法优化有一定经验，有效提升准确率；
3. 精通至少一个主流深度学习工具包（caffe，Tensorflow, mxnet，pyTorch）；
4. 精通 C/C++, 编程能力强；熟悉 Linux 环境开发；熟悉一门脚本语言（Perl, Python, Ruby）；
5. 熟练CUDA编程，多GPU并行计算者优先；
6. 在国际顶级会议期刊上发表过成果者优先；
7. 良好的沟通能力与团队协作精神。","1. 搭建基于图像特征/CNN的图像/视频中的文字信息检测模型并优化；
2. 搭建基于CNN/LSTM的中文、英文等多语种OCR识别模型并优化；
3. 模型压缩及优化，提高算法速度，性能；
4. 追踪前沿的文字检测/识别技术并复现，优化。","January 29,2021"
Technology,Beijing,29912-微视专项-Automl算法（视频理解/NLP）（北京/深圳）,"1.计算机、数学、物理等相关专业，硕士或以上学历；
2.三年以上CV/机器学习相关工作经验；
3.优秀的编程能力，精通C++或Python，熟悉大规模数据处理平台Hadoop等，熟悉tensorflow/PyTorch等深度学习框架；
4.优秀的数据分析能力，优秀的逻辑思维能力，良好的沟通能力；
5.有AutoML系统搭建经验优先，有开源算法框架研发经验优先，有知名互联网工作经验者优先。","1、 负责AutoML视频、NLP、多模态表征等算法能力。
2、 熟悉CV领域，物体识别和跟踪、动作识别；
3、 熟悉文本实体机器学习抽取算法；
4、 负责AutoML的前沿算法研究，包括模型蒸馏、神经网络架构搜索、轻量化、超参调优等；
5、 负责模型结构压缩和量化方面的研究及实现。
6、熟练使用Pytorch、Tensorflow或其他类似的深度学习框架，对分布式训练有了解，对源码有研究的是加分项；
6、 跨团队合作共创，通过AutoML平台系统，赋能业务；
（以上能力满足其中3条及以上）","January 29,2021"
Technology,Shenzhen,TEG13-运营开发组组长（深圳）,"1、负责部门的运营体系架构设计和相关平台规划工作；
2、负责部门相关平台的解耦和业务组件的抽象、沉淀，确保研发质量和开发效率；
3、负责后台架构的持续优化和技术改进，保障系统的稳定和安全运行；
4、能够快速响应并定位解决突发问题。","1、本科以上学历，计算机或相关专业，5年以上Linux下C++或Go/Python的开发经验，有2年以上的团队管理经验；
2、有较强的复杂架构抽象、解耦的能力；
3、熟练掌握常用数据结构和算法，对TCP/IP协议有深入了解，熟悉数据库、安全、网络相关知识；
4、具有高度的责任心，勇于承担责任，积极主动，敢于接受挑战，有较强的团队合作精神；
5、 有海量服务的架构能力和超大规模的平台架构设计经验者。","January 29,2021"
Technology,Guangzhou,WXG07-154 广州研发部系统测试工程师（广州）,"1.本科（含）以上学历，1年或1年以上软件测试或开发经验，精通软件测试理论和方法，熟悉主流测试框架和工具；
2.熟悉Linux、Tcp/Ip、HTTP网络协议相关知识;熟练掌握C/C++、java、python、shell其中一到两种开发语言；
3.具备较强的沟通推动能力、项目管理与风险把控能力；
4.有开发经验/性能调优经验者优先;","1.负责邮箱等产品的版本发布测试工作，包括需求分析、设计评审，技术风险评估、缺陷跟踪和质量分析等；
2.测试方法/工具开发创新、自动化测试体系建设、测试效率提升。","February 02,2021"
